show_id,type,title,date_added,release_year,rating,duration,listed_in,description
s35,Movie,The Ballad of Nessie,12-Nov-21,2011,G,8 min,"Animation, Family, Fantasy",A colorful tale about the friendly Loch Ness monster.
s36,Movie,The Little Matchgirl,12-Nov-21,2006,G,7 min,"Animation, Drama",A poor matchgirl sees happy images in the flames of her matches.
s37,Movie,The Making of Happier Than Ever: A Love Letter to Los Angeles,12-Nov-21,2021,TV-PG,30 min,"Concert Film, Music","Go behind the scenes of ""Happier Than Ever: A Love Letter to Los Angeles."""
s38,Movie,The Proud Family: Louder and Prouder,12-Nov-21,2021,TV-G,1 min,"Animation, Comedy, Coming of Age","""The Proud Family: Louder and Prouder"" follows Penny Proud and her family. Coming in February 2022."
s39,Movie,The Simpsons in Plusaversary,12-Nov-21,2021,TV-PG,6 min,"Animation, Comedy",Celebrate Disney+ Day with The Simpsons and their friends from across the service.
s40,Movie,Tick Tock Tale,12-Nov-21,2010,G,6 min,"Animation, Crime, Family",A tale of a quirky mantle clock.
s41,Movie,Under the Helmet: The Legacy of Boba Fett,12-Nov-21,2021,TV-PG,22 min,Science Fiction,"A special celebrating the origins and legacy of Star Wars’ legendary bounty hunter, Boba Fett."
s42,Movie,Willow,12-Nov-21,2021,TV-PG,3 min,"Action-Adventure, Fantasy","Meet the cast of the all-new Disney+ fantasy-adventure series ""Willow."" Coming to Disney+ in 2022."
s43,Movie,Alvin and the Chipmunks: Chipwrecked,5-Nov-21,2011,G,87 min,"Comedy, Family, Music",The Chipmunks and Chipettes get stranded on a remote island – or so it would seem.
s44,Movie,Jingle All The Way,5-Nov-21,1996,PG,90 min,"Comedy, Family",A father's Christmas Eve turns into a madcap scramble to find a much sought-after toy for his son.
s45,Movie,Jingle All the Way 2,5-Nov-21,2014,PG,91 min,"Comedy, Family",Two dads compete to be the best father and make Christmas amazing!
s46,Movie,Prep & Landing: Operation Secret Santa,5-Nov-21,2010,TV-G,8 min,"Animation, Family, Fantasy",Mrs. Claus enlists two elves in a secret mission.
s47,Movie,Santa Buddies: The Legend of Santa Paws,5-Nov-21,2009,G,93 min,"Comedy, Fantasy, Kids","The Buddies remind Santa Paws' feisty son, Puppy Paws, about the true meaning of Christmas."
s48,Movie,Snow Buddies,5-Nov-21,2008,G,91 min,"Action-Adventure, Comedy, Kids",Disney’s favorite talking pups put one paw in front of the other in a thrilling Alaskan adventure.
s49,Movie,Space Buddies,5-Nov-21,2009,G,87 min,"Action-Adventure, Comedy, Kids","Disney's most adventurous talking pups take one small step for dog, one giant leap for dogkind."
s50,Movie,The Search for Santa Paws,5-Nov-21,2010,G,101 min,"Drama, Family, Fantasy",Discover how the legendary friendship of Santa Claus and Santa Paws began.
s51,Movie,X-Men: First Class,5-Nov-21,2011,PG-13,132 min,"Action-Adventure, Science Fiction, Superhero","Following the classic mythology, X-Men: First Class charts the epic beginning of the X-Men saga."
s52,TV Show,Disney Amphibia,3-Nov-21,2018,TV-Y7,3 Seasons,"Animation, Comedy, Family",Anne Boonchuy is transported to the world of Amphibia.
s53,TV Show,Photo Ark,3-Nov-21,2017,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",National Geographic photographer Joel Sartore photographs some of the rarest animals in the world.
s54,TV Show,Storm Rising,3-Nov-21,2021,TV-14,1 Season,"Action-Adventure, Animals & Nature, Docuseries",Storm chasers Reed Timmer and Mike Theiss track and study a new category of deadly storms.
s55,Movie,Bob Ballard: An Explorer's Life,29-Oct-21,2021,TV-PG,44 min,"Biographical, Documentary","An intimate portrait of Bob Ballard, the legendary explorer who found the Titanic."
s56,Movie,"McFarland, USA",29-Oct-21,2015,PG,131 min,"Drama, Sports",A coach guides underdogs past tremendous obstacles to become champions.
s57,Movie,Rookie of the Year,22-Oct-21,1993,PG,104 min,"Comedy, Family, Sports","A 12-year-old boy can throw a 100 mph fastball, and the Chicago Cubs want him as their new pitcher!"
s58,Movie,Thumbelina,22-Oct-21,1994,G,87 min,"Animation, Family, Fantasy",A digit-sized heroine evades the clutches of various creatures so she can reunite with her prince.
s59,TV Show,PJ Masks,20-Oct-21,2015,TV-Y7,5 Seasons,"Action-Adventure, Animation, Kids",Look out Night Time Baddies the PJ Masks are coming!
s60,TV Show,The Wild Life of Dr. Ole,20-Oct-21,2021,TV-PG,1 Season,"Animals & Nature, Reality","Doc Ole practices his unique brand of animal care with wit, expertise and insight."
s61,Movie,Lost Cities with Albert Lin: The Great Flood,15-Oct-21,2021,TV-PG,44 min,"Documentary, Historical",Albert Lin is on a global quest to find the origins of Great Flood stories.
s62,Movie,Megacity of the Maya Warriors,15-Oct-21,2021,TV-PG,44 min,Documentary,Albert Lin sets out to solve an ancient mystery and find a Lost Maya city.
s63,TV Show,Apollo: Back To The Moon,13-Oct-21,2019,TV-PG,1 Season,"Docuseries, Historical","Follow the Apollo lunar landing program from the inside, as never shown before."
s64,TV Show,Just Beyond,13-Oct-21,2021,TV-PG,1 Season,"Anthology, Comedy, Coming of Age","Inspired by the writings of R.L. Stine, “Just Beyond” is a supernatural anthology series."
s65,TV Show,Secrets Of The Zoo: Down Under,13-Oct-21,2020,TV-14,2 Seasons,"Animals & Nature, Docuseries, Family",This series is a behind-the-scenes look at one of the world’s most famous zoos.
s66,TV Show,Secrets of the Zoo: North Carolina,13-Oct-21,2020,TV-14,1 Season,Reality,"The North Carolina Zoo has more than 1,000 animals that live in lush natural habitats."
s67,TV Show,The Wizard of Paws,13-Oct-21,2021,TV-PG,1 Season,"Animals & Nature, Docuseries, Medical",Follow pet prosthetics pioneer Derrick Campana as he gives troubled animals a second chance.
s68,TV Show,Zombies: Addison's Moonstone Mystery,13-Oct-21,2020,TV-G,1 Season,"Animation, Coming of Age, Fantasy",Things are smooth sailing at Seabrook High until ...
s69,Movie,Just Roll With It: You Decide Live!,8-Oct-21,2019,G,52 min,Comedy,The Bennett-Blatts set out to reverse an evil curse!
s70,Movie,Mickey's Tale of Two Witches,8-Oct-21,2021,TV-Y,47 min,"Animation, Family, Fantasy",Mickey tells a tale of two witches-in-training!
s71,Movie,Muppets Haunted Mansion,8-Oct-21,2021,TV-PG,53 min,"Comedy, Family, Musical",Gonzo is challenged to spend Halloween night in the scariest place on Earth – the Haunted Mansion.
s72,Movie,The Most Magical Story on Earth: 50 Years of Walt Disney World,8-Oct-21,2021,TV-PG,85 min,"Family, Variety",Celebrating 50 years of the Walt Disney World Resort.
s73,Movie,Under Wraps,8-Oct-21,2021,TV-G,92 min,"Action-Adventure, Comedy, Kids",Three friends revive a mummy in a neighbor's basement.
s74,TV Show,Among the Stars,6-Oct-21,2021,TV-PG,1 Season,Docuseries,NASA Astronaut Captain Chris Cassidy and the NASA team take on the challenges of space exploration.
s75,Movie,Black Widow,6-Oct-21,2021,PG-13,135 min,"Action-Adventure, Science Fiction, Spy/Espionage",Natasha confronts her history as a spy and the broken relationships left in her wake.
s76,TV Show,Drain the Oceans,6-Oct-21,2017,TV-PG,4 Seasons,"Docuseries, Historical",Pull the plug on the ocean to reveal hidden secrets using groundbreaking technology.
s77,TV Show,Drain The Oceans: The Mississippi River & Arctic War,6-Oct-21,2021,TV-14,1 Season,"Docuseries, Historical",Drain the Oceans takes underwater archaeology into a whole new era.
s78,Movie,Fauci,6-Oct-21,2021,PG-13,105 min,"Biographical, Documentary","""Fauci"" reveals the extraordinary life and career of Dr. Anthony Fauci."
s79,TV Show,IMPACT with Gal Gadot,6-Oct-21,2021,TV-14,1 Season,Docuseries,National Geographic Presents IMPACT with Gal Gadot honors impactful women.
s80,TV Show,The Ghost and Molly McGee,6-Oct-21,2021,TV-Y7,1 Season,"Animation, Buddy, Coming of Age",A grumpy ghost and cheerful tween are eternally bound.
s81,Movie,Alvin and the Chipmunks,1-Oct-21,2007,PG,91 min,"Animation, Comedy, Family","Pop-singer Chipmunks Alvin, Simon and Theodore turn a songwriter's life upside-down."
s82,Movie,Alvin and the Chipmunks: The Road Chip,1-Oct-21,2015,PG,92 min,"Comedy, Family, Music","Your favorite fur balls, the Chipmunks, hit the road for an all-new, music-filled adventure."
s83,Movie,LEGO Star Wars Terrifying Tales,1-Oct-21,2021,TV-Y7-FV,47 min,"Action-Adventure, Animation, Science Fiction",Poe and BB-8 are told terrifying tales as they search for help in Darth Vader’s creepy old castle.
s84,Movie,Maleficent,1-Oct-21,2014,PG,99 min,"Action-Adventure, Family, Fantasy","Driven by revenge, Maleficent places a curse upon the king’s newborn infant, Aurora."
s85,Movie,The Scariest Story Ever: A Mickey Mouse Halloween Spooktacular,1-Oct-21,2017,TV-G,22 min,"Animation, Family, Parody",Mickey tells a scary story on Halloween.
s86,TV Show,Disney Vampirina,29-Sep-21,2017,TV-Y7,3 Seasons,"Animation, Fantasy, Kids",Vampirina is the new girl in town!
s87,TV Show,Disney's Magic Bake-Off,29-Sep-21,2021,TV-G,1 Season,"Family, Game Show / Competition",Kid bakers compete to be named Disney Baking Champion.
s88,TV Show,Great Barrier Reef,29-Sep-21,2020,TV-PG,1 Season,"Animals & Nature, Docuseries",Explore the complex Great Barrier Reef along with the wildlife that inhabit it.
s89,TV Show,Ready for Preschool,29-Sep-21,2019,TV-Y,2 Seasons,"Kids, Music",The love of learning begins with Disney Junior!
s90,TV Show,Rolie Polie Olie,29-Sep-21,1998,TV-Y,5 Seasons,"Animation, Science Fiction",Rolie Polie Olie’s life and adventures center on his Robo-family.
s91,TV Show,Star Wars Galaxy of Sounds,29-Sep-21,2021,TV-PG,1 Season,"Animation, Anthology, Science Fiction","""Star Wars Galaxy of Sounds"" immerses audiences in the nostalgic ambience of a galaxy far, far away."
s92,TV Show,The Hatcher Family Dairy,29-Sep-21,2021,TV-14,1 Season,"Animals & Nature, Docuseries, Reality","The Hatcher Family enjoys a nonstop circus of animals, farming and family."
s93,TV Show,The Simpsons,29-Sep-21,1989,TV-PG,32 Seasons,"Animation, Comedy","The world’s favorite nuclear family, in the award-winning, history-making series."
s94,Movie,A Spark Story,24-Sep-21,2021,TV-PG,88 min,Documentary,Two Pixar filmmakers strive to bring their uniquely personal SparkShorts visions to the screen.
s95,Movie,Spooky Buddies,24-Sep-21,2011,G,93 min,"Comedy, Fantasy, Kids",The puppies go on a spooky adventure through a mysterious haunted mansion in this fur-raising flick.
s96,Movie,The Fault in Our Stars,24-Sep-21,2014,PG-13,127 min,"Coming of Age, Drama, Romance",Hazel and Gus share a love that sweeps them on an unforgettable journey.
s97,TV Show,Dog: Impossible,22-Sep-21,2019,TV-PG,2 Seasons,"Animals & Nature, Docuseries, Family",Matt Beisner uses unique approaches to modifying canine behavior and focuses on each animal’s needs.
s98,TV Show,Spidey And His Amazing Friends,22-Sep-21,2021,TV-Y,1 Season,"Action-Adventure, Animation, Kids",Spidey teams up with pals to become The Spidey Team!
s99,TV Show,Star Wars: Visions,22-Sep-21,2021,TV-PG,1 Season,"Action-Adventure, Animation, Anime",An animated anthology celebrating Star Wars through the lens of the world’s best anime creators.
s100,Movie,Confessions of a Shopaholic,17-Sep-21,2009,PG,106 min,"Comedy, Romance, Romantic Comedy",Becky writes a personal finance column en route to a high-fashion mag job.
s101,Movie,Descendants: Royal Wedding,17-Sep-21,2021,TV-G,22 min,"Animation, Fantasy, Musical",Mal and Ben’s wedding is finally here!
s102,Movie,Disney's Broadway Hits at London's Royal Albert Hall,17-Sep-21,2016,TV-G,116 min,"Concert Film, Music",Experience the magic of Disney on Broadway in an unforgettable night of music.
s103,Movie,Flooded Tombs of the Nile,17-Sep-21,2021,TV-PG,44 min,Documentary,Archaeologists dive into a pyramid flooded by the Nile to search for a king’s burial.
s104,Movie,Jade Eyed Leopard,17-Sep-21,2020,TV-PG,44 min,"Animals & Nature, Documentary","Jade Eyed Leopard follows a leopard, Toto, throughout the first three years of her life."
s105,Movie,Nona,17-Sep-21,2021,G,9 min,"Animation, Comedy, Family",A grandmother's plan for a day alone is upended by an unexpected visit from her granddaughter.
s106,Movie,Smoky Mountain Park Rangers,17-Sep-21,2021,TV-PG,42 min,"Animals & Nature, Documentary",Park Rangers protect the wildlife in Great Smoky Mountain National Park.
s107,TV Show,Life Below Zero,15-Sep-21,2012,TV-14,16 Seasons,"Action-Adventure, Animals & Nature, Docuseries","Experience life deep in Alaska where the primal way lives on – brave the wild, fight the freeze."
s108,TV Show,Miraculous: Tales Of Ladybug & Cat Noir,15-Sep-21,2015,TV-Y7,1 Season,"Action-Adventure, Animation, Fantasy",Superheroes Ladybug and Cat Noir protect the city.
s109,TV Show,Unknown Waters with Jeremy Wade,15-Sep-21,2021,TV-14,1 Season,"Animals & Nature, Docuseries","Angler and adventurer, Jeremy Wade, explores the greatest river system in the world."
s110,Movie,Far Away From Raven’s Home,10-Sep-21,2021,TV-G,11 min,Comedy,Our gang is off for an exotic vacation of a lifetime!
s111,Movie,Pirates of the Caribbean: On Stranger Tides,10-Sep-21,2011,PG-13,140 min,"Action-Adventure, Fantasy",A woman from his past uses Jack to help find the fabled Fountain of Youth.
s112,Movie,Twenty Something,10-Sep-21,2021,PG,11 min,"Animation, Family","Adulting is hard. One day you're nailing it, the next you're a stack of kids hiding in a trenchcoat."
s113,TV Show,"Doogie Kamealoha, M.D.",8-Sep-21,2021,TV-PG,1 Season,"Comedy, Coming of Age, Family",A 16-year-old prodigy juggles her budding medical career with the daily challenges of teenage life.
s114,TV Show,"Mira, Royal Detective",8-Sep-21,2020,TV-Y,2 Seasons,"Animation, Fantasy, Kids",Mira is the new royal detective in the land of Jalpur!
s115,TV Show,Pepper Ann,8-Sep-21,1997,TV-Y,3 Seasons,"Animation, Comedy, Coming of Age",Pepper Ann Pearson is a teenage girl on an eternal quest for coolness.
s116,TV Show,The Incredible Dr. Pol,8-Sep-21,2011,TV-14,19 Seasons,"Animals & Nature, Docuseries, Family",Dr. Pol and his team handle challenging veterinary cases and animal emergencies in central Michigan.
s117,Movie,Happier Than Ever: A Love Letter to Los Angeles,3-Sep-21,2021,TV-14,66 min,"Concert Film, Music","Billie Eilish makes her Disney+ debut with ""Happier Than Ever: A Love Letter to Los Angeles."""
s118,Movie,X-Men: Dark Phoenix,3-Sep-21,2019,PG-13,115 min,"Action-Adventure, Family, Science Fiction","When Jean Grey transforms into the Dark Phoenix, the X-Men unite to face their greatest enemy yet."
s119,TV Show,Alaska Animal Rescue,1-Sep-21,2019,TV-PG,2 Seasons,"Animals & Nature, Docuseries, Family",Conservation heroes rescue and rehabilitate the wild animals of America’s last frontier.
s120,TV Show,Dug Days,1-Sep-21,2021,TV-PG,1 Season,"Animation, Comedy, Family","“Dug Days” is a collection of shorts that follows the adventures of Dug, the dog from Pixar’s “Up.”"
s121,Movie,Cruella,27-Aug-21,2021,PG-13,137 min,"Crime, Drama","Witness the origin of Disney’s most notorious and notoriously fashionable villain, Cruella de Vil."
s122,Movie,Dan in Real Life,27-Aug-21,2007,PG-13,99 min,"Comedy, Drama, Romance",A relationship expert falls in love with his brother's new girlfriend.
s123,Movie,Disney Princess Remixed - An Ultimate Princess Celebration,27-Aug-21,2021,TV-G,22 min,"Family, Music, Variety",Celebrate the timeless music of Disney Princess!
s124,Movie,Marvel One-Shot: All Hail the King,27-Aug-21,2014,TV-14,14 min,"Comedy, Drama, Thriller","Locked up in prison, infamous icon Trevor Slattery agrees to meet with a documentary filmmaker."
s125,Movie,Underdog,27-Aug-21,2007,PG,85 min,"Action-Adventure, Family, Parody",A super-powered beagle tries to save Capital City from a mad scientist.
s126,TV Show,Dr. K's Exotic Animal ER,25-Aug-21,2014,TV-14,9 Seasons,"Animals & Nature, Docuseries, Family",Dedicated veterinarians treat a colorful array of exotic pets in south Florida.
s127,TV Show,Gigantosaurus,25-Aug-21,2018,TV-Y,2 Seasons,"Action-Adventure, Animation, Kids",Four dinos explore the mystery of the Gigantosaurus!
s128,TV Show,Life Below Zero: Next Generation,25-Aug-21,2020,TV-14,2 Seasons,"Action-Adventure, Animals & Nature, Docuseries",The next generation of Alaskans struggle to survive without modern-day comforts.
s129,Movie,Eragon,20-Aug-21,2006,PG,104 min,"Action-Adventure, Family, Fantasy","In a mythical time, a teenage boy becomes a dragon rider and embarks on a journey of adventure."
s130,TV Show,Growing Up Animal,18-Aug-21,2021,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",Magical stories of baby animals on the journey from womb to the wild.
s131,Movie,Fantastic Four,13-Aug-21,2005,PG-13,106 min,"Action-Adventure, Family, Science Fiction",Four astronauts develop superpowers and must join forces to protect mankind from doom.
s132,Movie,X-Men,13-Aug-21,2000,PG-13,105 min,"Action-Adventure, Family, Science Fiction","The X-Men, a small band of outcast mutants, fight to save a world that hates and fears them."
s133,TV Show,America's Funniest Home Videos: Animal Edition,11-Aug-21,2021,TV-PG,1 Season,Reality,NatGeo meets AMERICA’S FUNNIEST HOME VIDEOS in a hilarious new animal show
