show_id,type,title,date_added,release_year,rating,duration,listed_in,description
s705,TV Show,Mickey Mouse Roadster Racers,20-Nov-19,2017,TV-Y,2 Seasons,"Animation, Kids, Sports",The Sensational Six race roadsters around the world!
s706,Movie,"Happy Birthday, Mickey!",18-Nov-19,2019,TV-G,2 min,"Animation, Comedy, Dance","Celebrating Mickey, the world’s most beloved character."
s707,Movie,Forky Asks a Question: What is a Friend?,15-Nov-19,2019,TV-G,6 min,"Animation, Comedy, Family",Forky shares his thoughts on what makes a good friend based on his limited exposure to the world.
s708,Movie,10 Things I Hate About You,12-Nov-19,1999,PG-13,98 min,"Comedy, Coming of Age, Romance","Cameron falls for the girl of his dreams, but she is forbidden to date."
s709,Movie,101 Dalmatians,12-Nov-19,1961,G,81 min,"Action-Adventure, Animation, Family",Cruella De Vil dognaps all of the Dalmatian puppies in London.
s710,Movie,101 Dalmatians II: Patch's London Adventure,12-Nov-19,2003,G,77 min,"Action-Adventure, Animation",Pongo and Perdita's pup Patch gets the chance to meet his TV hero.
s711,Movie,102 Dalmatians,12-Nov-19,2000,G,104 min,"Action-Adventure, Animals & Nature, Family","Oddball, the spotless Dalmatian puppy, heads out in search of his spots."
s712,Movie,12 Dates of Christmas,12-Nov-19,2011,TV-PG,88 min,"Comedy, Family, Fantasy","Setup on a Christmas Eve date, a woman must relive the date over and over."
s713,Movie,"20,000 Leagues Under the Sea",12-Nov-19,1954,G,127 min,"Action-Adventure, Family, Science Fiction",Climb aboard the Nautilus and into an undersea world of adventure! See details for advisory.
s714,Movie,A Bug's Life,12-Nov-19,1998,G,98 min,"Animation, Comedy, Family",Flik goes in search of warriors to help battle the villainous grasshoppers.
s715,Movie,A Goofy Movie,12-Nov-19,1995,G,81 min,"Action-Adventure, Animation, Comedy",Goofy and Max hit the road and get up to their floppy ears in misadventure.
s716,Movie,A Kid in King Arthur's Court,12-Nov-19,1995,PG,90 min,"Action-Adventure, Comedy, Coming of Age",A mysterious earthquake sends a teenage boy back into medieval times.
s717,Movie,A Knight for a Day,12-Nov-19,1946,TV-G,7 min,"Animation, Comedy, Family","Goofy jousts for the hand of Penelope, as well as the championship. See details for advisory."
s718,Movie,A Ring of Endless Light,12-Nov-19,2002,TV-G,88 min,"Coming of Age, Drama, Romance",Teenager Vicky Austin discovers that she can communicate with dolphins.
s719,Movie,Aladdin (1992),12-Nov-19,1992,G,94 min,"Action-Adventure, Animation, Family","Aladdin, Princess Jasmine and Genie join forces to stop evil Jafar."
s720,Movie,Aladdin and the King of Thieves,12-Nov-19,1996,G,86 min,"Action-Adventure, Animation, Family",Aladdin and Jasmine plan their wedding…but will the Forty Thieves ruin it?
s721,Movie,Aladdin: The Return of Jafar,12-Nov-19,1994,G,71 min,"Action-Adventure, Animation, Family",Aladdin and his friends defend Agrabah from Jafar's malice.
s722,Movie,Alice in Wonderland,12-Nov-19,1951,G,79 min,"Action-Adventure, Animation, Family",Join Alice as she chases the White Rabbit into a topsy-turvy world.
s723,Movie,Aliens of the Deep,12-Nov-19,2005,G,100 min,"Action-Adventure, Animals & Nature, Documentary",James Cameron teams up with NASA scientists to explore undersea life.
s724,Movie,Alley Cats Strike!,12-Nov-19,2000,TV-G,87 min,"Coming of Age, Drama, Sports",Four outcast teens with a love of bowling are thrust into the spotlight.
s725,Movie,Almost Angels,12-Nov-19,1962,TV-PG,90 min,"Coming of Age, Drama, Family",A working-class youth tries to fit in when with the famed Vienna Boys' Choir.
s726,Movie,America's Heart & Soul,12-Nov-19,2004,PG,88 min,"Documentary, Family",Journey across the U.S. to meet ordinary people living extraordinary lives.
s727,Movie,Amy,12-Nov-19,1981,G,100 min,"Drama, Family",A young woman takes a job as a teacher in a backwoods school for the deaf.
s728,Movie,An Extremely Goofy Movie,12-Nov-19,2000,G,81 min,"Animation, Comedy, Family",Goofy shows up to finish college alongside his son Max.
s729,TV Show,Andi Mack,12-Nov-19,2016,TV-G,3 Seasons,"Comedy, Coming of Age, Drama","Andi's life is shaken by her sister, Bex's, surprise."
s730,Movie,Annie,12-Nov-19,1999,TV-PG,91 min,"Drama, Family, Musical",Annie escapes a “hard-knock life” and finds a bighearted billionaire.
s731,Movie,Apollo: Missions To The Moon,12-Nov-19,2019,TV-PG,95 min,"Documentary, Family, Historical","With rare archival footage, this film sheds new light on an incredible time in human history."
s732,Movie,Atlantis Rising,12-Nov-19,2017,TV-PG,94 min,"Documentary, Historical",Filmmakers go in search of Atlantis using Plato's writings as a guide to lead the way.
s733,Movie,Atlantis: Milo's Return,12-Nov-19,2003,G,83 min,"Action-Adventure, Animation, Family",Explorers emerge from below the sea to solve threatening mysteries above.
s734,Movie,Atlantis: The Lost Empire,12-Nov-19,2001,PG,98 min,"Action-Adventure, Animation, Family",Brave explorers venture under the sea seeking legendary Atlantis.
s735,Movie,Auntie Edna,12-Nov-19,2018,TV-G,7 min,"Animation, Comedy, Family",Has famous fashionista Edna Mode met her match in Jack-Jack?
s736,Movie,Avatar,12-Nov-19,2009,PG-13,162 min,"Action-Adventure, Science Fiction",A man embarks on an adventure to an exotic world that he learns to call home & fights to protect.
s737,Movie,Babes in the Woods,12-Nov-19,1932,TV-Y7,8 min,"Animation, Family, Fantasy",Two children wander the forest and get lured into a witch's house. See details for advisory.
s738,Movie,Babes in Toyland,12-Nov-19,1961,TV-PG,106 min,"Family, Fantasy, Musical",Villainous Barnaby tries to spoil Tom Piper and Mary Contrary's wedding.
s739,Movie,Bambi,12-Nov-19,1942,G,72 min,"Animation, Drama, Family",Bambi sets off with his best friends to explore the wonders of the woods.
s740,Movie,Bambi II,12-Nov-19,2006,G,75 min,"Animation, Drama, Kids","Bambi reunites with his father, The Great Prince."
s741,Movie,Bao,12-Nov-19,2018,G,8 min,"Animation, Family, Fantasy",A Chinese mom’s life changes when her dumpling comes alive.
s742,Movie,Beach Picnic,12-Nov-19,1939,TV-G,9 min,"Animation, Comedy, Family",Donald Duck and Pluto are at the beach. See details for advisory.
s743,Movie,Bearly Asleep,12-Nov-19,1955,TV-PG,7 min,"Animation, Comedy, Family",Donald Duck is a ranger and puts the bears to sleep for the winter. See details for advisory.
s744,Movie,Beauty and the Beast: Belle's Magical World,12-Nov-19,1998,G,71 min,"Animation, Anthology, Fantasy","In three short stories, see Belle make a gloomy castle fit for a princess."
s745,Movie,Beauty and the Beast: The Enchanted Christmas,12-Nov-19,1997,G,73 min,"Animation, Family, Fantasy",Former composer Forte threatens to keep Belle and Beast apart forever.
s746,Movie,Beezy Bear,12-Nov-19,1955,TV-G,7 min,"Animation, Comedy, Family",Donald tries to catch the bear that is stealing his honey. See details for advisory.
s747,Movie,Before the Flood,12-Nov-19,2016,TV-14,96 min,Documentary,Leonardo DiCaprio searches for answers on the issue of climate change.
s748,Movie,Benji the Hunted,12-Nov-19,1987,G,89 min,"Action-Adventure, Animals & Nature, Family",Benji must navigate the wilderness while caring for orphaned cougar cubs.
s749,TV Show,Best Friends Whenever,12-Nov-19,2015,TV-G,2 Seasons,"Buddy, Comedy, Coming of Age",Best friends gain the ability to travel through time!
s750,TV Show,Big City Greens (Shorts),12-Nov-19,2017,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy",Head to the big city with the Green family!
s751,Movie,Big Hero 6,12-Nov-19,2014,PG,105 min,"Action-Adventure, Animation, Family",A boy genius and his robot team up to save their city.
s752,TV Show,Big Hero 6 The Series (Shorts),12-Nov-19,2017,TV-Y7,2 Seasons,"Action-Adventure, Animation, Comedy",The team introduces Baymax to everyday activities.
s753,Movie,Bizarre Dinosaurs,12-Nov-19,2009,TV-PG,46 min,"Animals & Nature, Documentary, Family","Which dinosaurs were the strangest of the strange, and how did they get that way?"
s754,Movie,Blank Check,12-Nov-19,1994,PG,94 min,"Comedy, Family","An 11-year-old cashes a blank check for a million bucks, with wild results."
s755,Movie,Boat Builders,12-Nov-19,1938,TV-G,8 min,"Animation, Comedy, Family",Mickey and friends build a boat but it falls apart when christened. See details for advisory.
s756,Movie,Bolt,12-Nov-19,2008,PG,98 min,"Action-Adventure, Animation, Comedy",Hollywood's smallest star embarks on a paws-itively awesome adventure!
s757,Movie,Bone Bandit,12-Nov-19,1948,TV-G,7 min,"Animation, Comedy, Family",Pluto's efforts to dig up a bone are frustrated by his allergy. See details for advisory.
s758,TV Show,Bonkers,12-Nov-19,1993,TV-G,1 Season,"Animation, Comedy, Kids",A washed-up cartoon star begins a new life as the first toon cop in Hollywood.
s759,Movie,Boundin',12-Nov-19,2004,G,6 min,"Animation, Family, Kids",The musical story of a dancing sheep.
s760,TV Show,Boy Meets World,12-Nov-19,1993,TV-PG,7 Seasons,"Comedy, Coming of Age, Family","Adolescent Cory Matthews grows up, and faces problems with friends, family, and school."
s761,Movie,Brave,12-Nov-19,2012,PG,94 min,"Animation, Coming of Age, Family",Princess Merida must undo a beastly curse before it’s too late.
s762,Movie,Brave Little Toaster to the Rescue,12-Nov-19,1999,TV-G,75 min,"Action-Adventure, Animation",The gang tries to save their animal pals from being sent to a testing lab.
s763,Movie,Breaking2,12-Nov-19,2017,TV-PG,55 min,"Documentary, Sports",Three of the world’s most elite distance runners set out to break the 2-hour marathon barrier.
s764,Movie,Brink!,12-Nov-19,1998,TV-G,90 min,"Coming of Age, Drama, Sports",An in-line skater quits his crew to join a corporate-sponsored team.
s765,Movie,Brother Bear,12-Nov-19,2003,G,90 min,"Action-Adventure, Animation, Family",A boy transformed into a bear makes an epic journey to become human again.
s766,Movie,Brother Bear 2,12-Nov-19,2006,G,78 min,"Action-Adventure, Animation, Family",Bear Kenai is haunted by dreams of his previous life as a human child.
s767,Movie,Buffalo Dreams,12-Nov-19,2005,TV-G,90 min,"Buddy, Coming of Age, Drama",Two teenagers are sent on a vision quest by a Navajo elder.
s768,TV Show,Bug Juice: My Adventures at Camp,12-Nov-19,2017,TV-G,1 Season,"Coming of Age, Docuseries, Family",Camp Waziyatah opens its doors for a fun summer.
s769,Movie,BURN-E,12-Nov-19,2008,TV-G,8 min,"Animation, Comedy, Family",BURN-E the welding bot is locked out of the star liner.
s770,Movie,Cadet Kelly,12-Nov-19,2002,TV-G,100 min,"Comedy, Coming of Age",An artsy teen goes from fab to drab after enrolling in a military academy.
s771,Movie,Camp Nowhere,12-Nov-19,1994,PG,96 min,"Comedy, Coming of Age, Family",An actor and some teenagers create the summer camp of their dreams.
s772,Movie,Camp Rock,12-Nov-19,2008,TV-G,96 min,"Coming of Age, Music, Musical",Mitchie gets the chance to spend a summer at a prestigious music camp.
s773,Movie,Camp Rock 2: The Final Jam,12-Nov-19,2010,TV-G,101 min,"Coming of Age, Music, Musical","To save Camp Rock, Mitchie challenges Camp Star to a final jam."
s774,Movie,Can of Worms,12-Nov-19,1999,TV-PG,84 min,"Comedy, Coming of Age, Science Fiction",Aliens invade when a teen asks for intergalactic help to escape Earth.
s775,Movie,Candleshoe,12-Nov-19,1978,G,101 min,"Comedy, Coming of Age, Crime",A tomboy cons a nobleman to find a treasure trove of Spanish doubloons.
s776,Movie,Canine Caddy,12-Nov-19,1941,TV-G,8 min,"Animation, Comedy, Family",Pluto caddies for Mickey on the golf course. See details for advisory.
s777,Movie,Cars,12-Nov-19,2006,G,117 min,"Animation, Comedy, Family",Race car Lightning McQueen gets stranded in a small town on Route 66.
s778,Movie,Cars 2,12-Nov-19,2011,G,107 min,"Animation, Comedy, Family",Lightning McQueen and Mater go overseas to compete in the World Grand Prix.
s779,Movie,Cars 3,12-Nov-19,2017,G,103 min,"Animation, Comedy, Family",Lightning McQueen must face a new generation of racers.
s780,Movie,Cars Toon: Air Mater,12-Nov-19,2011,TV-G,5 min,"Animation, Comedy, Family",Mater’s decision to fly lands him at a big airshow.
s781,Movie,Cars Toon: Heavy Metal Mater,12-Nov-19,2010,TV-G,5 min,"Animation, Comedy, Family",Mater is a rock star in a heavy metal band.
s782,Movie,Cars Toon: Hiccups,12-Nov-19,2013,TV-G,3 min,"Animation, Comedy, Family",Lighting McQueen gets the hiccups.
s783,Movie,Cars Toon: Mater Private Eye,12-Nov-19,2010,TV-Y7,6 min,"Animation, Comedy, Family",Mater searches for clues on a major crime scene.
s784,Movie,Cars Toon: Mater the Greater,12-Nov-19,2008,TV-Y7,5 min,"Animation, Comedy, Family",Mater the Greater is a famous daredevil.
s785,Movie,Cars Toon: Monster Truck Mater,12-Nov-19,2010,TV-Y7,6 min,"Animation, Comedy, Family",Mater is a monster truck wrestler.
s786,Movie,Cars Toon: The Radiator Springs 500 1/2,12-Nov-19,2014,TV-Y7,6 min,"Animation, Comedy, Family",Baja racers descend on Radiator Springs.
s787,Movie,Casebusters,12-Nov-19,1986,TV-PG,46 min,"Drama, Family, Mystery",Sibling sleuths investigate a crime that threatens their family business.
s788,Movie,Cheetah,12-Nov-19,1989,G,84 min,"Action-Adventure, Animals & Nature, Family",American teens traverse the African desert to rescue their adopted cheetah.
s789,Movie,Chef Donald,12-Nov-19,1941,TV-G,8 min,"Animation, Comedy, Family",Donald is inspired by a radio program to make waffles. See details for advisory.
s790,Movie,Chicken Little,12-Nov-19,2005,G,84 min,"Animation, Comedy, Disaster","When disaster strikes, Chicken Little hatches a plan to save the day."
s791,TV Show,Chip 'n Dale's Rescue Rangers,12-Nov-19,1989,TV-G,1 Season,"Action-Adventure, Animation, Comedy",Chip and Dale head a small group of animal characters who monitor the human and animal communities.
s792,Movie,Chip an' Dale,12-Nov-19,1947,TV-G,7 min,"Animation, Comedy, Family",Chip and Dale have to save their home from Donald Duck. See details for advisory.
s793,Movie,Cinderella,12-Nov-19,1950,G,77 min,"Animation, Family, Fantasy",Cinderella's enchanted evening must end when a spell is broken at midnight.
s794,Movie,Cinderella II: Dreams Come True,12-Nov-19,2002,G,77 min,"Animation, Fantasy, Kids","Three royal tales, featuring Cinderella and her life in the palace."
s795,Movie,Cinderella III: A Twist in Time,12-Nov-19,2007,G,79 min,"Animation, Fantasy, Kids",Cinderella's stepmother steals a magic wand and turns back time.
s796,Movie,Clock Cleaners,12-Nov-19,1937,TV-G,9 min,"Animation, Comedy, Family","Mickey, Donald and Goofy are trying to clean the clock of a tower. See details for advisory."
s797,Movie,Cloud 9,12-Nov-19,2014,TV-G,89 min,Sports,Two unlikely friends must overcome self-doubt to achieve their dreams.
s798,Movie,College Road Trip,12-Nov-19,2008,G,84 min,"Comedy, Coming of Age, Family",An overprotective dad joins his daughter in search of the perfect college.
s799,Movie,Confessions of a Teenage Drama Queen,12-Nov-19,2004,PG,91 min,"Comedy, Coming of Age",A dramatic teen moves…and finds her new school already has a drama queen.
s800,TV Show,Coop & Cami Ask The World (Shorts),12-Nov-19,2018,TV-G,1 Season,"Comedy, Family, Game Show / Competition","Cooper and Cami Wrather co-host ""Would You Wrather."""
s801,Movie,Corn Chips,12-Nov-19,1951,TV-G,7 min,"Animation, Comedy, Family","Donald tricks Chip 'n Dale into shoveling snow, but the tables turn. See details for advisory."
s802,Movie,Cow Belles,12-Nov-19,2006,TV-G,91 min,"Comedy, Coming of Age",Two ultra-spoiled sisters are put to work in their father's dairy.
s803,TV Show,Crash & Bernstein,12-Nov-19,2012,TV-Y7,2 Seasons,"Comedy, Fantasy, Kids","The only boy in a family, Wyatt creates a puppet brother."
s804,Movie,Dadnapped,12-Nov-19,2009,TV-G,85 min,"Comedy, Mystery",Melissa Morris is due for adventure when her novelist father goes missing.
s805,Movie,Darby O'Gill and the Little People,12-Nov-19,1959,G,91 min,"Family, Fantasy, Romance","Seeking a pot of gold, Darby O'Gill must match wits with a leprechaun. See details for advisory."
s806,TV Show,Darkwing Duck,12-Nov-19,1991,TV-Y7,2 Seasons,"Action-Adventure, Animation, Kids","Darkwing Duck tells the adventures of the superhero, aided by his sidekick Launchpad McQuack."
s807,Movie,Davy Crockett and the River Pirates,12-Nov-19,1956,G,81 min,"Action-Adventure, Family, Historical",Davy Crockett encounters pirates en route to New Orleans. See details for advisory.
s808,Movie,"Davy Crockett, King of the Wild Frontier",12-Nov-19,1955,PG,93 min,"Action-Adventure, Family, Historical","Share Davy Crockett's legend, from the frontier to Congress to the Alamo. See details for advisory."
s809,Movie,Day & Night,12-Nov-19,2010,G,8 min,"Animation, Comedy, Family","When Day and Night meet each other, sparks fly!"
s810,Movie,Decorating Disney: Holiday Magic,12-Nov-19,2017,TV-PG,42 min,"Documentary, Family, Reality",Disney Parks become the Merriest Places on Earth.
s811,Movie,Deep Blue,12-Nov-19,2005,G,91 min,"Animals & Nature, Documentary, Family",Join an epic underwater exploration into the secret lives of sea creatures.
s812,Movie,Descendants 2,12-Nov-19,2017,TV-G,114 min,"Coming of Age, Fantasy, Musical","Mal returns to the Isle of the Lost and confronts Uma, Ursula's daughter."
s813,Movie,Diary Of A Wimpy Kid,12-Nov-19,2010,PG,93 min,"Comedy, Family","Greg faces the scariest, most humiliating experience of any kid’s life: middle school."
s814,Movie,Dinosaur,12-Nov-19,2000,PG,84 min,"Action-Adventure, Animation, Family",An orphaned dinosaur joins others after a meteor destroys his home.
s815,Movie,Disney Adventures in Babysitting,12-Nov-19,2016,TV-G,95 min,"Action-Adventure, Comedy, Coming of Age",Rival babysitters join forces to search the city for a kid who’s snuck out.
s816,Movie,Disney Avalon High,12-Nov-19,2010,TV-G,91 min,"Coming of Age, Fantasy",Allie is convinced that her new high school is a contemporary Camelot.
s817,Movie,Disney Bad Hair Day,12-Nov-19,2015,TV-G,93 min,"Buddy, Comedy, Coming of Age",Monica's prom day starts with bad hair…but ends with a great adventure.
s818,TV Show,Disney Bizaardvark,12-Nov-19,2015,TV-PG,3 Seasons,"Buddy, Comedy, Family",Paige and Frankie produce an online comedy channel.
s819,Movie,Disney Den Brother,12-Nov-19,2010,TV-G,90 min,"Comedy, Coming of Age",A hockey star hangs up his skates and becomes a substitute scoutmaster.
s820,Movie,Disney Descendants,12-Nov-19,2015,TV-G,114 min,"Coming of Age, Fantasy, Musical",The kids of Disney villains are given a shot at redemption at Auradon Prep.
s821,TV Show,Disney Descendants Wicked World (Shorts),12-Nov-19,2015,TV-G,2 Seasons,"Animation, Coming of Age, Fantasy",Descendants continues with new animated shorts!
s822,TV Show,Disney DuckTales (Shorts),12-Nov-19,2016,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy",The McDuck family welcomes you to Duckburg!
s823,TV Show,Disney Evermoor,12-Nov-19,2017,TV-PG,1 Season,Series,Tara Crossley moves to Evermoor and realizes the English countryside is not as sleepy as it seems.
s824,TV Show,Disney Family Sundays,12-Nov-19,2019,TV-G,1 Season,"Anthology, Family, Lifestyle",Amber Kemp-Gerstel shares her love of crafting in a series of Disney-themed DIY projects.
s825,TV Show,Disney Fast Layne,12-Nov-19,2018,TV-G,1 Season,"Action-Adventure, Animation, Comedy",Twelve-year-old Layne Reed discovers a talking car.
s826,Movie,Disney Girl vs. Monster,12-Nov-19,2012,TV-PG,90 min,"Action-Adventure, Comedy, Fantasy",The daughter of two monster-hunters must take on a monster of her own.
s827,TV Show,Disney Gravity Falls,12-Nov-19,2011,TV-Y7,2 Seasons,"Action-Adventure, Animation, Comedy",Dipper and Mabel spend the summer with Grunkle Stan.
s828,TV Show,Disney Gravity Falls (Shorts),12-Nov-19,2012,TV-G,1 Season,"Animation, Anthology, Comedy",Twins Dipper and Mabel enter the mysterious town of Gravity Falls for the summer.
s829,TV Show,Disney Jake and the Never Land Pirates,12-Nov-19,2010,TV-Y,4 Seasons,"Action-Adventure, Animation, Fantasy",Jake sails for a treasure hunt against Captain Hook.
s830,TV Show,Disney JONAS,12-Nov-19,2008,TV-G,2 Seasons,"Comedy, Family, Kids","JONAS is the hottest rock band on the planet! Band members Nick, Kevin, and Joe are superstar idols."
s831,TV Show,Disney Junior Music Nursery Rhymes,12-Nov-19,2017,TV-Y,2 Seasons,"Animation, Kids, Musical",Nursery Rhymes re-imagined with Disney Junior!
s832,TV Show,Disney K.C. Undercover,12-Nov-19,2014,TV-Y7,3 Seasons,"Action-Adventure, Comedy, Kids",K.C. joins her spy family as its newest secret agent.
s833,TV Show,Disney Lab Rats: Elite Force,12-Nov-19,2015,TV-Y7,1 Season,"Action-Adventure, Comedy, Coming of Age",The Lab Rats join forces with the Mighty Med team.
s834,TV Show,Disney Legend of the Three Caballeros,12-Nov-19,2017,TV-G,1 Season,"Action-Adventure, Animation, Comedy","Donald, Jose and Panchito inherit a magical atlas and travel the world battling mythical monsters."
s835,TV Show,Disney Mickey Mouse Clubhouse,12-Nov-19,2005,TV-Y,5 Seasons,"Animation, Kids",Mickey leads kids on an interactive adventure of learning.
s836,TV Show,Disney Milo Murphy's Law,12-Nov-19,2016,TV-Y7,2 Seasons,"Action-Adventure, Animation, Comedy","Around Milo, anything that can go wrong, will."
s837,TV Show,Disney Minnie's Bow-Toons (Shorts),12-Nov-19,2011,TV-Y,3 Seasons,"Animation, Kids",Minnie Mouse teams up with Daisy to open up Minnie’s Bow-tique.
s838,TV Show,Disney Stuck In The Middle,12-Nov-19,2015,TV-PG,3 Seasons,"Comedy, Coming of Age, Family",Harley is stuck in the middle of a family with 7 kids!
s839,TV Show,Disney Take Two With Phineas And Ferb (Shorts),12-Nov-19,2010,TV-G,1 Season,"Animation, Kids, Parody",Real-life celebrities are interviewed by Phineas and Ferb.
s840,TV Show,Disney Tangled: The Series - Short Cuts,12-Nov-19,2016,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy",Get to know the colorful residents of Corona.
s841,Movie,Disney Under The Sea: A Descendants Short Story,12-Nov-19,2018,TV-G,10 min,"Fantasy, Musical, Thriller",Mal emerges from the forest where she meets Dizzy.
s842,TV Show,Disney's Adventures Of The Gummi Bears,12-Nov-19,1985,TV-Y7,6 Seasons,"Action-Adventure, Animation, Fantasy",The magical Gummi Bears discover their rich history.
s843,TV Show,Disney's Doug,12-Nov-19,1996,TV-Y7,3 Seasons,"Animation, Comedy, Coming of Age","Doug uses his imagination to navigate through tests of friendship, love, school, and growing up."
s844,Movie,Disney's Fairy Tale Weddings,12-Nov-19,2017,TV-PG,64 min,"Family, Lifestyle, Reality",A look at the magical weddings at Disney Destinations.
s845,Movie,Disney's Fairy Tale Weddings: Holiday Magic,12-Nov-19,2017,TV-PG,42 min,"Family, Lifestyle, Reality",Holiday Disney weddings and proposals.
s846,TV Show,Disney's Hercules: The Animated Series,12-Nov-19,1998,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy",Follow Herc's many labors during the years he spent training on how to be a hero.
s847,TV Show,Disney's Kim Possible,12-Nov-19,2001,TV-G,4 Seasons,"Action-Adventure, Animation, Comedy","Kim Possible is a high school girl who, in her spare time, saves the world from evil villains."
s848,TV Show,Disney's Little Einsteins,12-Nov-19,2005,TV-Y,2 Seasons,"Action-Adventure, Animation, Kids",This innovative new series provides preschoolers with new ways to hear and see music and art.
s849,TV Show,Disney's Mighty Ducks,12-Nov-19,1996,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy",Hockey-loving alien ducks are stranded on Earth and must protect it from the evil Dragaunus.
s850,TV Show,Disney's Recess,12-Nov-19,1997,TV-Y7,3 Seasons,"Animation, Comedy, Kids",A portrayal of life at Third Street Elementary School.
s851,TV Show,Disney's The Emperor's New School,12-Nov-19,2005,TV-G,2 Seasons,"Animation, Comedy, Coming of Age","Disney's The Emperor's New School is a unique comedy about Kuzco, a self-centered and spoiled teen."
s852,Movie,Disney's The Kid,12-Nov-19,2000,PG,105 min,"Comedy, Drama, Family",A man's life is upended when he meets an 8-year-old version of himself.
s853,TV Show,Disney's The Little Mermaid (Series),12-Nov-19,1992,TV-Y7,3 Seasons,"Action-Adventure, Animation, Fantasy","Follow Ariel's adventures as a mermaid living under the sea with her father, King Triton."
s854,Movie,Disneyland Around the Seasons (Walt Disney's Wonderful World of Color: 1961-69),12-Nov-19,1966,TV-PG,51 min,"Documentary, Family, Variety",Walt Disney talks about Disneyland in 1966. See details for advisory.
s855,Movie,Disneynature African Cats,12-Nov-19,2011,G,90 min,"Animals & Nature, Documentary, Family",Come face-to-face with the wildly majestic African lions of the savanna.
s856,Movie,Disneynature Bears,12-Nov-19,2014,G,78 min,"Animals & Nature, Documentary, Family",A mother bear teaches her two impressionable cubs important life lessons.
s857,Movie,Disneynature Born in China,12-Nov-19,2017,G,81 min,"Animals & Nature, Documentary, Family",Embrace the beauty of China's vast terrain – and the life that inhabits it.
s858,Movie,Disneynature Chimpanzee,12-Nov-19,2012,G,79 min,"Animals & Nature, Documentary, Family",Meet a remarkable young chimpanzee who sees his world as his playground.
s859,Movie,Disneynature Crimson Wing,12-Nov-19,2008,G,78 min,"Animals & Nature, Documentary, Family",A million flamingos struggle to survive in the remote Tanzanian wilderness.
s860,Movie,Disneynature Monkey Kingdom,12-Nov-19,2015,G,82 min,"Animals & Nature, Documentary, Family","Forced from their home among ancient ruins, a mother monkey must lead her son to safety."
s861,Movie,Disneynature Wings of Life,12-Nov-19,2011,G,81 min,"Animals & Nature, Documentary, Family","An intimate look at butterflies, hummingbirds, bees, bats and flowers."
s862,TV Show,Dog Whisperer with Cesar Millan,12-Nov-19,2004,TV-G,6 Seasons,"Animals & Nature, Docuseries, Family",World-renowned dog expert Cesar Millan helps dogs and their owners overcome behavior issues.
s863,Movie,Don't Look Under the Bed,12-Nov-19,1999,TV-PG,93 min,"Coming of Age, Fantasy",Teen Frances McCausland is framed for the Boogeyman's mischievous pranks.
s864,Movie,Donald's Golf Game,12-Nov-19,1938,TV-G,8 min,"Animation, Comedy, Family",Donald tries to impress his nephews at golfing. See details for advisory.
s865,Movie,Donald's Tire Trouble,12-Nov-19,1943,TV-G,8 min,"Animation, Comedy, Family",Donald is frustrated in his attempts to fix a flat tire. See details for advisory.
s866,Movie,Double Teamed,12-Nov-19,2002,TV-G,93 min,"Biographical, Sports",The WNBA's Burge twins inspire this film about sisterhood and teamwork.
s867,Movie,Doug's 1st Movie,12-Nov-19,1999,G,80 min,"Animation, Comedy, Family","Doug and his friends discover the ""monster"" of Lucky Duck Lake."
s868,TV Show,"Dr. T, Lone Star Vet",12-Nov-19,2019,TV-PG,1 Season,"Docuseries, Family, Medical","Dr. T, Lone Star Vet follows Dr. T as she faces the most compelling cases of her career."
s869,Movie,DuckTales The Movie: Treasure of the Lost Lamp,12-Nov-19,1990,G,75 min,"Action-Adventure, Animation, Comedy",Scrooge and his nephews search for the long-lost loot of Collie Baba.
s870,Movie,Dug's Special Mission,12-Nov-19,2009,TV-PG,6 min,"Animation, Comedy, Family",Dug finds where he belongs is not where he's been looking.
s871,Movie,Dumbo,12-Nov-19,2019,PG,117 min,"Action-Adventure, Family, Fantasy",A flying elephant helps show that differences and family can be cherished.
s872,Movie,Early to Bed,12-Nov-19,1941,TV-G,9 min,"Animation, Comedy, Family",A ticking alarm clock keeps Donald awake. See details for advisory.
s873,Movie,Earth Live,12-Nov-19,2017,TV-PG,94 min,"Animals & Nature, Documentary, Family","Earth Live gives viewers a unique, live view of wildlife around the world."
s874,Movie,Easter Island Unsolved,12-Nov-19,2018,TV-14,45 min,"Documentary, Historical","Easter Island is a riddle, and its mysterious past may hold clues to its future."
s875,Movie,Eddie's Million Dollar Cook-off,12-Nov-19,2003,TV-G,86 min,"Comedy, Coming of Age, Sports",A baseball prodigy swings for the culinary fences in a cooking competition.
s876,Movie,Eight Below,12-Nov-19,2006,PG,122 min,"Action-Adventure, Animals & Nature, Drama",An Antarctic storm threatens eight sled dogs alone in the wilderness.
s877,TV Show,Elena of Avalor (Shorts),12-Nov-19,2017,TV-Y,2 Seasons,"Action-Adventure, Animation, Fantasy",Elena travels to Vallestrella and trains with Zuzo!
s878,Movie,Emil and the Detectives,12-Nov-19,1964,TV-PG,98 min,"Action-Adventure, Crime, Family","When a young boy's money is stolen, the search is on for the thief."
